"Tyler, Bonnie",Holding Out For A Hero,DK3085,,,,
Go Go's,Vacation,DK3084,,,,
Roxette,Listen To Your Heart,DK3084,,,,
"Lauper, Cyndi",True Colors,DK3084,,,,
Roxette,Look,DK3084,,,,
Blondie,Tide Is High,DK3084,,,,
Blondie,Rapture,DK3084,,,,
Bananarama,Love In The First Degree,DK3084,,,,
Lisa Lisa & The Cult Jam,Lost In Emotion,DK3084,,,,
"Benatar, Pat",Love Is A Battlefield,DK3084,,,,
"Carlisle, Belinda",Heaven Is A Place On Earth,DK3084,,,,
"Newton John, Olivia",Physical,DK3084,,,,
"Lauper, Cyndi",Time After Time,DK3084,,,,
"Benatar, Pat",We Belong,DK3084,,,,
"Carlisle, Belinda",Mad About You,DK3084,,,,
Lisa Lisa & The Cult Jam,All Cried Out,DK3084,,,,
"Reddy, Helen",You & Me Against The World,DK3083,,,,
"Gilder, Nick",Hot Child In The City,DK3083,,,,
Melanie,Brand New Key,DK3083,,,,
"Newton, Juice",Queen Of Hearts,DK3083,,,,
Osmonds,One Bad Apple,DK3083,,,,
"McCoo, Marilyn & Billy Davis Jr.",You Don't Have To Be A Star,DK3083,,,,
"McCartney, Paul & Wings",With A Little Luck,DK3083,,,,
"Streisand, Barbra",Stoney End,DK3083,,,,
"McCartney, Paul & Wings",My Love,DK3083,,,,
"McCartney, Paul & Wings",Silly Love Songs,DK3083,,,,
"McCartney, Paul & Wings",Band On The Run,DK3083,,,,
"McCartney, Paul & Wings","Hi, Hi, Hi",DK3083,,,,
"Reddy, Helen",Leave Me Alone,DK3083,,,,
Abba,Waterloo,DK3083,,,,
Melanie,Look What They've Done To My Song,DK3083,,,,
Spinners,They Just Can't Stop It (Games People Play),DK3082,,,,
"Caldwell, Bobby",What You Won't Do For Love,DK3082,,,,
10CC,I'm Not In Love,DK3082,,,,
"Warwick, Dionne",I'll Never Fall In Love Again,DK3082,,,,
"Sang, Samantha & The Bee Gees",Emotion,DK3082,,,,
"Gibb, Andy",Love Is Thicker Than Water,DK3082,,,,
Exile,Kiss You All Over,DK3082,,,,
Redbone,Come & Get Your Love,DK3082,,,,
"Carmen, Eric",All By Myself,DK3082,,,,
"Coolidge, Rita",Higher & Higher,DK3082,,,,
"Jones, Tom",She's A Lady,DK3082,,,,
Three Degrees,When Will I See You Again,DK3082,,,,
Steely Dan,Do It Again,DK3082,,,,
"John, Robert",Sad Eyes,DK3082,,,,
"Anka, Paul",Having My Baby,DK3082,,,,
"McGovern, Maureen",Morning After,DK3081,,,,
"Stafford, Jim",Spiders & Snakes,DK3081,,,,
Ocean,Put Your Hand In The Hand,DK3081,,,,
Captain & Tenille,Do That To Me One More Time,DK3081,,,,
"Preston, Billy",Will It Go 'Round In Circles,DK3081,,,,
"Sedaka, Neil",Laughter In The Rain,DK3081,,,,
Sandpipers,Come Saturday Morning,DK3081,,,,
Bee Gees,Holiday,DK3081,,,,
England Dan & John Ford Coley,I'd Really Love To See You Tonight,DK3081,,,,
Lobo,Me & You & A Dog Named Boo,DK3081,,,,
"Nash, Johnny",I Can See Clearly Now,DK3081,,,,
New Seekers,I'd Like To Teach The World To Sing,DK3081,,,,
"Holmes, Rupert",Escape (The Pina Colada Song),DK3081,,,,
Starland Vocal Band,Afternoon Delight,DK3081,,,,
"Denver, John",Sunshine On My Shoulders,DK3081,,,,
Carpenters,Superstar,DK3080,,,,
"Davis, Mac",Baby Don't Get Hooked On Me,DK3080,,,,
Carpenters,We've Only Just Begun,DK3080,,,,
"Davis, Mac",I Believe In Music,DK3080,,,,
"Manilow, Barry",Can't Smile Without You,DK3080,,,,
Carpenters,Hurting Each Other,DK3080,,,,
Climax,Precious & Few,DK3080,,,,
"Manilow, Barry",Ready To Take A Chance Again,DK3080,,,,
"Manilow, Barry",Mandy,DK3080,,,,
"Newton John, Olivia",Magic,DK3080,,,,
"Newton John, Olivia",Have You Never Been Mellow,DK3080,,,,
Charlene,I've Never Been To Me,DK3080,,,,
"Thomas, B. J.",Another Somebody Done Somebody Wrong,DK3080,,,,
Carpenters,For All We Know,DK3080,,,,
"Manilow, Barry",Looks Like We Made It,DK3080,,,,
Honey Cone,Want Ads,DK3079,,,,
"Gibb, Andy",I Just Want To Be Your Everything,DK3079,,,,
Abba,Dancing Queen,DK3079,,,,
Partridge Family,I Think I Love You,DK3079,,,,
"Gibb, Andy",Shadow Dancing,DK3079,,,,
"McCrae, George",Rock Your Baby,DK3079,,,,
Bee Gees,How Deep Is Your Love,DK3079,,,,
Bee Gees,Jive Talkin',DK3079,,,,
Kool & The Gang,Ladies Night,DK3079,,,,
Emotions,Best Of My Love,DK3079,,,,
"Kim, Andy",Rock Me Gently,DK3079,,,,
"Swan, Billy",I Can Help,DK3079,,,,
Sylvers,Boogie Fever,DK3079,,,,
King Harvest,Dancing In The Moonlight,DK3079,,,,
Bee Gees,How Can You Mend A Broken Heart,DK3079,,,,
"Ellis, Shirley",Name Game,DK3078,,,,
"Horton, Johnny",North To Alaska,DK3078,,,,
"Springfield, Dusty",Son Of A Preacher Man,DK3078,,,,
"Rivers, Johnny",Poor Side Of Town,DK3078,,,,
"Sinatra, Nancy & Frank",Something Stupid,DK3078,,,,
Mamas & The Papas,"Monday, Monday",DK3078,,,,
Mamas & The Papas,California Dreamin',DK3078,,,,
Shadows Of Knight,Gloria,DK3078,,,,
"McGuire, Barry",Eve Of Destruction,DK3078,,,,
Rooftop Singers,Walk Right In,DK3078,,,,
"Gilmer, Jimmy & The Fireballs",Sugar Shack,DK3078,,,,
"Rivers, Johnny",Mountain Of Love,DK3078,,,,
"Christie, Lou",Lightning Strikes,DK3078,,,,
Shirelles,Will You Love Me Tomorrow,DK3078,,,,
Seekers,Georgy Girl,DK3078,,,,
"Smith, O.C. & Patti Page",Little Green Apples,DK3077,,,,
"Soul, Jimmy",If You Wanna Be Happy,DK3077,,,,
"Greaves, R. B.",Take A Letter Maria,DK3077,,,,
Jewel Akens,Birds & The Bees,DK3077,,,,
"Carr, Vikki",It Must Be Him,DK3077,,,,
"Fontana, Wayne & The Mindbenders",Game Of Love,DK3077,,,,
"Lawrence, Steve",Go Away Little Girl,DK3077,,,,
Steam,Na Na Hey Hey Kiss Him Goodbye,DK3077,,,,
Searchers,Needles & Pins,DK3077,,,,
"Gore, Lesley",You Don't Own Me,DK3077,,,,
"Stafford, Terry",Suspicion,DK3077,,,,
"Davis, Skeeter",End Of The World,DK3077,,,,
"Lewis, Bobby",Tossin' & Turnin',DK3077,,,,
"Jones, Tom",I'll Never Fall In Love Again,DK3077,,,,
"Jones, Jimmy",Good Timin',DK3077,,,,
"Mendes, Sergio & Brazil '66",Look Of Love,DK3076,,,,
"Sedaka, Neil",Happy Birthday Sweet Sixteen,DK3076,,,,
"Vinton, Bobby",Blue Velvet,DK3076,,,,
"Vee, Bobby",Take Good Care Of My Baby,DK3076,,,,
Exciters,Tell Him,DK3076,,,,
Chiffons,One Fine Day,DK3076,,,,
"Hyland, Brian",Sealed With A Kiss,DK3076,,,,
"Goldsboro, Bobby",Honey,DK3076,,,,
"Vinton, Bobby",Blue On Blue,DK3076,,,,
Brothers Four,Try To Remember,DK3076,,,,
"Dinning, Mark",Teen Angel,DK3076,,,,
Vogues,"Turn Around, Look At Me",DK3076,,,,
Toys,Lover's Concerto,DK3076,,,,
"Small, Millie",My Boy Lollipop,DK3076,,,,
"Tillotson, Johnny",Poetry In Motion,DK3076,,,,
"5th Dimension, The",Up Up & Away,DK3075,,,,
"Hopkin, Mary",Those Were The Days,DK3075,,,,
"5th Dimension, The",Stoned Soul Picnic,DK3075,,,,
"Lind, Bob",Elusive Butterfly,DK3075,,,,
Statler Brothers,Flowers On The Wall,DK3075,,,,
"Warwick, Dionne",Walk On By,DK3075,,,,
"DeShannon, Jackie",Put A Little Love In Your Heart,DK3075,,,,
"Collins, Judy",Someday Soon,DK3075,,,,
"5th Dimension, The",Wedding Bell Blues,DK3075,,,,
Rascals,Beautiful Morning,DK3075,,,,
Zager & Evans,In The Year 2525 (Exordium & Terminus),DK3075,,,,
"Archies, The","Sugar, Sugar",DK3075,,,,
Musical,Good Morning Starshine,DK3075,,,,
Cowsills,"Rain The Park, & Other Things",DK3075,,,,
Boxtops,Cry Like A Baby,DK3075,,,,
Rays,Silhouettes,DK3074,,,,
"Presley, Elvis",Blue Hawaii,DK3074,,,,
"Boone, Pat",Love Letters In The Sand,DK3074,,,,
"Boone, Pat",April Love,DK3074,,,,
"Presley, Elvis",Wonder Of You,DK3074,,,,
"Anka, Paul",Puppy Love,DK3074,,,,
"Coasters, The",Young Blood,DK3074,,,,
Chordettes,Mr. Sandman,DK3074,,,,
Frankie Avalon,Venus,DK3074,,,,
Fleetwoods,Come Softly To Me,DK3074,,,,
Chords,Sh-Boom,DK3074,,,,
"Presley, Elvis",Crying In The Chapel,DK3074,,,,
"Anka, Paul",Diana,DK3074,,,,
Shirelles,I Met Him On A Sunday,DK3074,,,,
Coasters,Searchin',DK3074,,,,
Diamonds,Little Darlin',DK3073,,,,
"Checker, Chubby",Pony Time,DK3073,,,,
"Berry, Chuck",Rock & Roll Music,DK3073,,,,
"Checker, Chubby",Let's Twist Again,DK3073,,,,
"Lymon, Frankie & His Teenagers",Why Do Fools Fall In Love,DK3073,,,,
"Cochran, Eddie",C'mon Everybody,DK3073,,,,
"Berry, Chuck",Sweet Little Sixteen,DK3073,,,,
Diamonds,Stroll,DK3073,,,,
"Holly, Buddy",Oh Boy,DK3073,,,,
"Storm, Gale",I Hear You Knockin',DK3073,,,,
"Berry, Chuck",Memphis Tenessee,DK3073,,,,
"Berry, Chuck",Maybellene,DK3073,,,,
"Sharp, Dee Dee",Mashed Potato Time,DK3073,,,,
"Holly, Buddy",Everyday,DK3073,,,,
"Darin, Bobby",Splish Splash (I Was Taking A Bath),DK3073,,,,
Christmas,We Wish You A Merry Christmas,DK3072,,,,
Christmas,Rudolph The Red-Nosed Reindeer,DK3072,,,,
"Lee, Brenda",Rockin' Around The Christmas Tree,DK3072,,,,
Traditional,Auld Lang Syne,DK3072,,,,
"Crosby, Bing",White Christmas,DK3072,,,,
Christmas,Jingle Bells,DK3072,,,,
Christmas,Joy To The World,DK3072,,,,
"Crosby, Bing",Silver Bells,DK3072,,,,
Christmas,Sleigh Ride,DK3072,,,,
Christmas,Jingle Bell Rock,DK3072,,,,
Christmas,I Saw Mommy Kissing Santa Claus,DK3072,,,,
Christmas,Twelve Days Of Christmas,DK3072,,,,
"Garland, Judy",Have Yourself A Merry Little Christmas,DK3072,,,,
Christmas,Deck The Halls,DK3072,,,,
Pointer Sisters,Santa Claus Is Coming To Town,DK3072,,,,
Christmas,Frosty The Snowman,DK3071,,,,
Traditional,Alexander's Ragtime Band,DK3071,,,,
Christmas,Greensleeves,DK3071,,,,
Traditional,Deep In The Heart Of Texas,DK3071,,,,
Traditional,Home On The Range,DK3071,,,,
Traditional,Bill Bailey Won't You Please Come Home,DK3071,,,,
Traditional,Oh Susanna,DK3071,,,,
"London, Laurie",He's Got The Whole World In His Hands,DK3071,,,,
Patriotic,When The Saints Go Marching In,DK3071,,,,
Traditional,Clementine,DK3071,,,,
Traditional,Heart & Soul,DK3071,,,,
Traditional,Swanee River,DK3071,,,,
Traditional,Tea For Two,DK3071,,,,
Traditional,On The Sunny Side Of The Street,DK3071,,,,
Traditional,On Top Of Old Smokey,DK3071,,,,
Traditional,Sidewalks Of New York,DK3070,,,,
Traditional,Maybe It's Because I'm A Londoner,DK3070,,,,
Traditional,Santa Lucia,DK3070,,,,
Traditional,Down By The Riverside,DK3070,,,,
Traditional,San Francisco Bay Blues,DK3070,,,,
Show Boat,Old Man River,DK3070,,,,
Traditional,Streets Of Laredo,DK3070,,,,
42nd Street,Lullaby Of Broadway,DK3070,,,,
Christian,Will The Circle Be Unbroken,DK3070,,,,
Traditional,Wearing Of The Green,DK3070,,,,
Traditional,Roll Out The Barrel (Beer Barrel Polka),DK3070,,,,
Traditional,Loch Lomond,DK3070,,,,
Irish Songs,Too Ra Loo Ra (Irish Lullaby),DK3070,,,,
Traditional,Shenandoah,DK3070,,,,
Traditional,My Old Kentucky Home,DK3070,,,,
Traditional,Call Me Irresponsible,DK3069,,,,
Traditional,Willow Weep For Me,DK3069,,,,
Traditional,Nearness Of You,DK3069,,,,
Bye Bye Birdie,Begin The Beguine,DK3069,,,,
Traditional,Someone To Watch Over Me,DK3069,,,,
"Dorsey, Jimmy",I Remember You,DK3069,,,,
Traditional,I'm Getting Sentimental Over You,DK3069,,,,
Traditional,Misty,DK3069,,,,
Traditional,Beautiful Dreamer,DK3069,,,,
Traditional,You Made Me Love You,DK3069,,,,
Traditional,Stardust,DK3069,,,,
Traditional,All Of Me,DK3069,,,,
"Griffin, Merv",I've Got A Lovely Bunch Of Coconuts,DK3069,,,,
"Jones, Spike",Yes We Have No Bananas,DK3069,,,,
Traditional,After You've Gone,DK3069,,,,
"Day, Doris",Sentimental Journey,DK3068,,,,
Traditional,My Bonnie,DK3068,,,,
"Gorme, Eydie",Blame It On The Bossa Nova,DK3068,,,,
"Garland, Judy",When You're Smiling,DK3068,,,,
Traditional,Honeysuckle Rose,DK3068,,,,
"Francis, Connie",Everybody's Somebody's Fool,DK3068,,,,
Traditional,Buffalo Gals,DK3068,,,,
"London, Julie",Cry Me A River,DK3068,,,,
"Starr, Kay",Side By Side,DK3068,,,,
Traditional,Satin Doll,DK3068,,,,
"Shore, Dinah",Blues In The Night,DK3068,,,,
"Day, Doris",Secret Love,DK3068,,,,
"Shore, Dinah",Anniversary Song,DK3068,,,,
Traditional,Frankie & Johnny,DK3068,,,,
Traditional,Jeannie With The Light Brown Hair,DK3068,,,,
Guys & Dolls,Luck Be A Lady,DK3067,,,,
TV Tunes,Laverne & Shirley,DK3067,,,,
Monkees,Hey Hey We're The Monkees,DK3067,,,,
"Stallone, Frank",Far From Over,DK3067,,,,
TV Tunes,Gilligan's Island,DK3067,,,,
South Pacific,Some Enchanted Evening,DK3067,,,,
"Williams, Andy",Days Of Wine & Roses,DK3067,,,,
South Pacific,Younger Than Springtime,DK3067,,,,
Frankie Valli,Grease,DK3067,,,,
"Sinatra, Frank",Love & Marriage,DK3067,,,,
TV Tunes,Brady Bunch,DK3067,,,,
"Streisand, Barbra",Way We Were,DK3067,,,,
Singin' In The Rain,Singin' In The Rain,DK3067,,,,
State Fair,It Might As Well Be Spring,DK3067,,,,
Godfather,Speak Softly Love,DK3067,,,,
Oklahoma,Oh What A Beautiful Morning,DK3066,,,,
Roar Of The Greasepaint Smell Of The Crowd,Who Can I Turn To,DK3066,,,,
"Newley, Anthony",What Kind Of Fool Am I,DK3066,,,,
Man Of La Mancha,Impossible Dream,DK3066,,,,
Sound Of Music,My Favorite Things,DK3066,,,,
West Side Story,Maria,DK3066,,,,
Sound Of Music,Sound Of Music,DK3066,,,,
Sound Of Music,Do-Re-Mi,DK3066,,,,
Music Man,Seventy-Six Trombones,DK3066,,,,
Oliver,Consider Yourself,DK3066,,,,
Oliver,Who Will Buy,DK3066,,,,
My Fair Lady,On The Street Where You Live,DK3066,,,,
Oklahoma,Oklahoma,DK3066,,,,
West Side Story,Tonight,DK3066,,,,
Oliver,As Long As He Needs Me,DK3066,,,,
Highwaymen,Michael Row The Boat Ashore,DK3065,,,,
"Dylan, Bob",Just Like A Woman,DK3065,,,,
"Lopez, Trini",Lemon Tree,DK3065,,,,
"Dylan, Bob",Times They Are A Changin',DK3065,,,,
"Mitchell, Joni",Big Yellow Taxi,DK3065,,,,
"Dylan, Bob",Subterranean Homesick Blues,DK3065,,,,
"Peter, Paul & Mary",If I Had A Hammer,DK3065,,,,
"Dylan, Bob",Like A Rolling Stone,DK3065,,,,
"Paxton, Tom & Clancy Brothers",Wasn't That A Party,DK3065,,,,
Brothers Four,Green Leaves Of Summer,DK3065,,,,
Traditional,Wreck Of The John B.,DK3065,,,,
Patriotic,When Johnny Comes Marching Home,DK3065,,,,
Brothers Four,Greenfields,DK3065,,,,
Kingston Trio,Tom Dooley,DK3065,,,,
Kingston Trio,Where Have All The Flowers Gone,DK3065,,,,
Bee Gees,Stayin' Alive,DK3064,,,,
"Taylor, Johnnie",Disco Lady,DK3064,,,,
Bee Gees,Night Fever,DK3064,,,,
"King, Evelyn Champagne",Love Come Down,DK3064,,,,
"Summer, Donna",Dim All The Lights,DK3064,,,,
Chic,Le Freak,DK3064,,,,
"Summer, Donna",Hot Stuff,DK3064,,,,
"Houston, Thelma",Don't Leave Me This Way,DK3064,,,,
Lipps Inc.,Funkytown,DK3064,,,,
Bee Gees,You Should Be Dancing,DK3064,,,,
Tavares,It Only Takes A Minute,DK3064,,,,
Taste Of Honey,Boogie Oogie Oogie,DK3064,,,,
"Gaynor, Gloria",Never Can Say Goodbye,DK3064,,,,
"Summer, Donna",MacArthur Park,DK3064,,,,
"King, Evelyn Champagne",Shame,DK3064,,,,
Isley Brothers,It's Your Thing,DK3063,,,,
Sly & The Family Stone,Hot Fun In The Summertime,DK3063,,,,
Prince,Let's Go Crazy,DK3063,,,,
Sly & The Family Stone,Thank You,DK3063,,,,
Sly & The Family Stone,Family Affair,DK3063,,,,
"Jackson, Michael",Way You Make Me Feel,DK3063,,,,
C & C Music Factory,Things That Make You Go HMMM,DK3063,,,,
Prince,Purple Rain,DK3063,,,,
"Jackson, Michael",Bad,DK3063,,,,
Sly & The Family Stone,Everyday People,DK3063,,,,
Prince,Little Red Corvette,DK3063,,,,
Isley Brothers,That Lady,DK3063,,,,
Prince,When Doves Cry,DK3063,,,,
Sly & The Family Stone,Dance To The Music,DK3063,,,,
Isley Brothers,This Old Heart Of Mine,DK3063,,,,
O'Kaysions,Girl Watcher,DK3062,,,,
"Earth, Wind & Fire",Shining Star,DK3062,,,,
B.T. Express,Do It (Til You're Satisfied),DK3062,,,,
O'Jays,Use To Be My Girl,DK3062,,,,
Cornelius Brothers & Sister Rose,Too Late To Turn Back Now,DK3062,,,,
"Gaye, Marvin",Too Busy Thinking About My Baby,DK3062,,,,
Edwin Hawkins' Singers,Oh Happy Day,DK3062,,,,
O'Jays,Back Stabbers,DK3062,,,,
"Earth, Wind & Fire",September,DK3062,,,,
Manhattans,Kiss & Say Goodbye,DK3062,,,,
Chi Lites,Oh Girl,DK3062,,,,
Moments,Love On A Two Way Street,DK3062,,,,
"Earth, Wind & Fire",Got To Get You Into My Life,DK3062,,,,
Manhattans,Shining Star,DK3062,,,,
"Stylistics, The",You Make Me Feel Brand New,DK3062,,,,
"Turner, Tina",I Don't Wanna Fight,DK3061,,,,
"Jackson, Janet",Nasty,DK3061,,,,
Anita Baker,Body & Soul,DK3061,,,,
"Watley, Jody",Real Love,DK3061,,,,
"Watley, Jody",Looking For A New Love,DK3061,,,,
"Jackson, Janet",What Have You Done For Me Lately,DK3061,,,,
"Jackson, Janet",Miss You Much,DK3061,,,,
"Jackson, Janet",When I Think Of You,DK3061,,,,
"Watley, Jody",Some Kind Of Lover,DK3061,,,,
"Houston, Whitney",I Wanna Dance With Somebody (Who Loves Me),DK3061,,,,
Hues Corporation,So Emotional,DK3061,,,,
"Houston, Whitney",How Will I Know,DK3061,,,,
"Jackson, Janet",Control,DK3061,,,,
"Houston, Whitney",Where Do Broken Hearts Go,DK3061,,,,
"Houston, Whitney",You Give Good Love,DK3061,,,,
Staple Singers,Let's Do It Again,DK3060,,,,
"Khan, Chaka",Sweet Thing,DK3060,,,,
"LaBelle, Patti & Michael McDonald",On My Own,DK3060,,,,
"Franklin, Aretha & George Michael",I Knew You Were Waiting For Me,DK3060,,,,
"Franklin, Aretha",Don't Play That Song,DK3060,,,,
"Franklin, Aretha",Think,DK3060,,,,
Staple Singers,Respect Yourself,DK3060,,,,
Pointer Sisters,Automatic,DK3060,,,,
Pointer Sisters,Slow Hand,DK3060,,,,
Chic,Good Times,DK3060,,,,
"Knight, Gladys & The Pips",I've Got To Use My Imagination,DK3060,,,,
"Williams, Deniece",Let's Hear It For The Boy,DK3060,,,,
"Khan, Chaka",I Feel For You,DK3060,,,,
"Knight, Gladys & The Pips",Neither One Of Us,DK3060,,,,
"Knight, Gladys & The Pips",If I Were Your Woman,DK3060,,,,
"Withers, Bill",Ain't No Sunshine,DK3059,,,,
"Wilson, Al",Show & Tell,DK3059,,,,
Sam & Dave,When Something Is Wrong With My Baby,DK3059,,,,
"Ruffin, Jimmy",What Becomes Of The Broken Hearted,DK3059,,,,
"Jackson, Michael",I Just Can't Stop Loving You,DK3059,,,,
Little Anthony & The Imperials,Tears On My Pillow,DK3059,,,,
"Green, Al",Let's Stay Together,DK3059,,,,
Little Anthony & The Imperials,Going Out Of My Head,DK3059,,,,
James Brown,Sex Machine,DK3059,,,,
"Rawls, Lou",You'll Never Find,DK3059,,,,
"Wood, Brenton",Gimme Little Sign,DK3059,,,,
"Pickett, Wilson",Funky Broadway,DK3059,,,,
"White, Barry","You're The First, The Last, My Everything",DK3059,,,,
"Ingram, Luther",If Loving You Is Wrong (I Don't Want To Be Right),DK3059,,,,
"Stewart, Billy",Summertime,DK3059,,,,
"Robinson, Smokey",Cruisin',DK3058,,,,
"Wonder, Stevie",Part Time Lover,DK3058,,,,
"Wonder, Stevie",You Are The Sunshine Of My Life,DK3058,,,,
"Robinson, Smokey & The Miracles",Baby Baby Don't Cry,DK3058,,,,
"Wonder, Stevie",Livin' For The City,DK3058,,,,
"Wonder, Stevie",Superstition,DK3058,,,,
"Wonder, Stevie",My Cherie Amour,DK3058,,,,
"Wonder, Stevie",Boogie On Reggae Woman,DK3058,,,,
"Wonder, Stevie",Sir Duke,DK3058,,,,
"Wonder, Stevie",Signed Sealed Delivered I'm Yours,DK3058,,,,
Stevie Wonder,For Once In My Life,DK3058,,,,
"Wonder, Stevie",Isn't She Lovely,DK3058,,,,
"Wonder, Stevie",Don't You Worry 'Bout A Thing,DK3058,,,,
"Wonder, Stevie",Uptight Everything Is All Right,DK3058,,,,
Miracles,Love Machine,DK3058,,,,
Supremes,Happening,DK3057,,,,
Temptations,I Wish It Would Rain,DK3057,,,,
Temptations,All I Need,DK3057,,,,
Temptations,Since I Lost My Baby,DK3057,,,,
"Kendricks, Eddie",Keep On Truckin',DK3057,,,,
Temptations,Psychedelic Shack,DK3057,,,,
Supremes,Someday We'll Be Together,DK3057,,,,
Supremes,Love Is Here & Now You're Gone,DK3057,,,,
"Kendricks, Eddie",Boogie Down,DK3057,,,,
Supremes,Up The Ladder To The Roof,DK3057,,,,
Supremes,Come See About Me,DK3057,,,,
"Ross, Diana",Reach Out & Touch (Somebody's Hand),DK3057,,,,
"Ross, Diana",Do You Know Where You're Going To,DK3057,,,,
Supremes,I Hear A Symphony,DK3057,,,,
"Ross, Diana",Love Hangover,DK3057,,,,
"Charles, Ray",Born To Lose,DK3056,,,,
Little Richard,Jenny Jenny,DK3056,,,,
"Charles, Ray",What'd I Say,DK3056,,,,
Little Richard,Long Tall Sally,DK3056,,,,
"James, Sonny",Young Love,DK3056,,,,
Hot Chocolate,You Sexy Thing,DK3056,,,,
"Charles, Ray",I Got A Woman,DK3056,,,,
Hot Chocolate,Every 1's A Winner,DK3056,,,,
"Charles, Ray",Cryin' Time,DK3056,,,,
"Melvin, Harold & The Bluenotes",Love I Lost,DK3056,,,,
"Osborne, Jeffrey",On The Wings Of Love,DK3056,,,,
"Graham, Larry",One In A Million You,DK3056,,,,
Impressions,People Get Ready,DK3056,,,,
Little Richard,Lucille (You Won't Do Your Daddy's Will),DK3056,,,,
"Waters, Muddy",Hoochie Coochie Man,DK3056,,,,
Platters,Twilight Time,DK3055,,,,
Platters,Great Pretender,DK3055,,,,
Platters,Harbor Lights,DK3055,,,,
Platters,Magic Touch,DK3055,,,,
Platters,You'll Never Never Know,DK3055,,,,
"King, B.B.",Thrill Is Gone,DK3055,,,,
"Price, Lloyd",Lawdy Miss Clawdy,DK3055,,,,
Stories,Brother Louie,DK3055,,,,
Drifters,On Broadway,DK3055,,,,
"Benton, Brook",Kiddio,DK3055,,,,
Drifters,Some Kind Of Wonderful,DK3055,,,,
Drifters,There Goes My Baby,DK3055,,,,
Drifters,Save The Last Dance For Me,DK3055,,,,
Platters,My Prayer,DK3055,,,,
Platters,Red Sails In The Sunset,DK3055,,,,
Living Colour,Cult Of Personality,DK3054,,,,
Ratt,Lay It Down,DK3054,,,,
Spin Doctors,Two Princes,DK3054,,,,
"10,000 Maniacs",Candy Everybody Wants,DK3054,,,,
Simple Minds,Don't You Forget About Me,DK3054,,,,
Clash,Should I Stay Or Should I Go,DK3054,,,,
"Geils, J., Band",Centerfold,DK3054,,,,
INXS,New Sensation,DK3054,,,,
Guns N' Roses,Welcome To The Jungle,DK3054,,,,
Toad The Wet Sprocket,All I Want,DK3054,,,,
Guns N Roses,Sweet Child O' Mine,DK3054,,,,
Scorpions,Rock You Like A Hurricane,DK3054,,,,
Ratt,Round & Round,DK3054,,,,
Clash,Rock The Casbah,DK3054,,,,
Quiet Riot,Cum On Feel The Noize,DK3054,,,,
Seals & Crofts,Get Closer,DK3053,,,,
Lynyrd Skynyrd,Sweet Home Alabama,DK3053,,,,
Jefferson Starship,Sara,DK3053,,,,
Human League,Human,DK3053,,,,
Doobie Brothers,Listen To The Music,DK3053,,,,
Sweet,Ballroom Blitz,DK3053,,,,
Jefferson Starship,Miracles,DK3053,,,,
Doobie Brothers,Long Train Runnin',DK3053,,,,
Steely Dan,Rikki Don't Lose That Number,DK3053,,,,
America,Horse With No Name,DK3053,,,,
Grass Roots,Sooner Or Later,DK3053,,,,
Fleetwood Mac,You Make Loving Fun,DK3053,,,,
America,You Can Do Magic,DK3053,,,,
Lynyrd Skynyrd,What's Your Name,DK3053,,,,
Seals & Crofts,Diamond Girl,DK3053,,,,
REO Speedwagon,Can't Fight This Feeling,DK3052,,,,
Foreigner,I Want To Know What Love Is,DK3052,,,,
Cheap Trick,Don't Be Cruel,DK3052,,,,
Three Dog Night,Eli's Comin',DK3052,,,,
Foreigner,Waiting For A Girl Like You,DK3052,,,,
Cheap Trick,I Want You To Want Me,DK3052,,,,
Deep Purple,Hush,DK3052,,,,
Deep Purple,Smoke On The Water,DK3052,,,,
Bachman-Turner Overdrive,You Ain't Seen Nothing Yet,DK3052,,,,
Grand Funk Railroad,Some Kind Of Wonderful,DK3052,,,,
Kiss,Tears Are Falling,DK3052,,,,
Kansas,Carry On Wayward Son,DK3052,,,,
Grand Funk Railroad,We're An American Band,DK3052,,,,
Blue Oyster Cult,Don't Fear The Reaper,DK3052,,,,
Steppenwolf,Born To Be Wild,DK3052,,,,
"Bonds, Gary U.S.",Quarter To Three,DK3051,,,,
"Rundgren, Todd",Hello It's Me,DK3051,,,,
Righteous Brothers,Soul & Inspiration (You're My),DK3051,,,,
Rascals,Good Lovin',DK3051,,,,
Steppenwolf,Magic Carpet Ride,DK3051,,,,
Alan Parsons Project,Eye In The Sky,DK3051,,,,
"Jackson, Joe",Is She Really Going Out With Him,DK3051,,,,
Free,All Right Now,DK3051,,,,
Sonny & Cher,Beat Goes On,DK3051,,,,
American Breed,Bend Me Shape Me,DK3051,,,,
Santana,Black Magic Woman,DK3051,,,,
"Nilsson, Harry",Everybody's Talkin',DK3051,,,,
"Bravos, Los",Black Is Black,DK3051,,,,
"Greenbaum, Norman",Spirit In The Sky,DK3051,,,,
Mountain,Mississippi Queen,DK3051,,,,
Beach Boys,Good Vibrations,DK3050,,,,
Beach Boys,"Fun, Fun, Fun",DK3050,,,,
"James, Tommy & The Shondells",Crimson & Clover,DK3050,,,,
"Nelson, Ricky",Hello Mary Lou,DK3050,,,,
"James, Tommy & The Shondells",Crystal Blue Persuasion,DK3050,,,,
Four Seasons,Walk Like A Man,DK3050,,,,
Four Seasons,Rag Doll,DK3050,,,,
Beach Boys,Don't Worry Baby,DK3050,,,,
